name,york_id,n_entries_iris,n_instruments_iris,value,has_materials
820,york:925877,4,1,Sentence interpretation by typically developing Vietnamese-English bilingual children,Records with materials
820,york:925877,4,1,A longitudinal study of lexical development in children learning Vietnamese and English,Records with materials
821,york:925878,1,1,Promoting Task-Based Pragmatics Instruction in EFL Classroom Contexts: The Role of Task Complexity,Records with materials
822,york:925879,1,1,Promoting Task-Based Pragmatics Instruction in EFL Classroom Contexts: The Role of Task Complexity,Records with materials
823,york:925880,1,1,Promoting Task-Based Pragmatics Instruction in EFL Classroom Contexts: The Role of Task Complexity,Records with materials
824,york:925881,1,0,Promoting Task-Based Pragmatics Instruction in EFL Classroom Contexts: The Role of Task Complexity,Records with information only (materials not yet held)
825,york:925882,1,0,Promoting Task-Based Pragmatics Instruction in EFL Classroom Contexts: The Role of Task Complexity,Records with information only (materials not yet held)
826,york:925883,2,1,Promoting Task-Based Pragmatics Instruction in EFL Classroom Contexts: The Role of Task Complexity,Records with materials
826,york:925883,2,1,Learner–Learner Interaction During Collaborative Pragmatic Tasks: The Role of Cognitive and Pragmatic Task Demands,Records with materials
827,york:925884,2,1,Promoting Task-Based Pragmatics Instruction in EFL Classroom Contexts: The Role of Task Complexity,Records with materials
827,york:925884,2,1,Learner–Learner Interaction During Collaborative Pragmatic Tasks: The Role of Cognitive and Pragmatic Task Demands,Records with materials
828,york:925885,1,0,Promoting Task-Based Pragmatics Instruction in EFL Classroom Contexts: The Role of Task Complexity,Records with information only (materials not yet held)
829,york:925886,1,0,Classroom Versus Societal Willingness to Communicate: Investigating French as a Second Language in Flanders,Records with information only (materials not yet held)
830,york:925887,2,1,Classroom Versus Societal Willingness to Communicate: Investigating French as a Second Language in Flanders,Records with materials
830,york:925887,2,1,"Willingness to communicate, social support, and language-learning orientations of immersion students",Records with materials
831,york:925888,2,1,Classroom Versus Societal Willingness to Communicate: Investigating French as a Second Language in Flanders,Records with materials
831,york:925888,2,1,"Willingness to communictae, social support, and language-learning orientations of immersion students",Records with materials
832,york:925889,2,0,Classroom Versus Societal Willingness to Communicate: Investigating French as a Second Language in Flanders,Records with information only (materials not yet held)
832,york:925889,2,0,On the measurement of affective variables in second language learning,Records with information only (materials not yet held)
833,york:925892,3,0,Evaluating missing-letter effects and comprehension in proﬁcient and nonproﬁcient languages,Records with information only (materials not yet held)
833,york:925892,3,0,Letter-detection errors in the word the: Word frequency versus syntactic structure,Records with information only (materials not yet held)
833,york:925892,3,0,Processing and representing temporal information in narrative text,Records with information only (materials not yet held)
834,york:925894,2,1,Evaluating missing-letter effects and comprehension in proﬁcient and nonproﬁcient languages,Records with materials
834,york:925894,2,1,Capturing the effect of a title on multiple levels of comprehension,Records with materials
835,york:925895,1,0,Evaluating missing-letter effects and comprehension in proﬁcient and nonproﬁcient languages,Records with information only (materials not yet held)
836,york:925896,1,0,Evaluating missing-letter effects and comprehension in proﬁcient and nonproﬁcient languages,Records with information only (materials not yet held)
837,york:925897,1,0,Evaluating missing-letter effects and comprehension in proﬁcient and nonproﬁcient languages,Records with information only (materials not yet held)
838,york:925980,1,2,The impact of ﬁrst language background and visual information on the effectiveness of low-variability input,Records with materials
839,york:925981,1,1,The impact of ﬁrst language background and visual information on the effectiveness of low-variability input,Records with materials
840,york:925989,2,1,Developing and exploring the behaviour of two new versions of the Vocabulary Levels Test,Records with materials
840,york:925989,2,1,The Relationship Between Vocabulary Learning Strategies and Breadth and Depth of Vocabulary Knowledge,Records with materials
841,york:925990,1,1,The Relationship Between Vocabulary Learning Strategies and Breadth and Depth of Vocabulary Knowledge,Records with materials
842,york:925991,2,1,Depth of vocabulary knowledge: Assessing its role in adults’ reading comprehension in English as a second language,Records with materials
842,york:925991,2,1,The Relationship Between Vocabulary Learning Strategies and Breadth and Depth of Vocabulary Knowledge,Records with materials
843,york:925992,1,1,The Relationship Between Vocabulary Learning Strategies and Breadth and Depth of Vocabulary Knowledge,Records with materials
844,york:925993,1,1,The relative contribution of segments and intonation to the perception of foreign-accented speech,Records with materials
845,york:925994,2,1,Hearing and Deafness,Records with materials
845,york:925994,2,1,The relative contribution of segments and intonation to the perception of foreign-accented speech,Records with materials
846,york:925995,2,0,Investigating Transfer of Academic Proficiency Among Trilingual Immigrant Students: A Holistic Tri-Directional Approach,Records with information only (materials not yet held)
846,york:925995,2,0,"Language, identity and immigration",Records with information only (materials not yet held)
847,york:925996,1,0,Investigating Transfer of Academic Proficiency Among Trilingual Immigrant Students: A Holistic Tri-Directional Approach,Records with information only (materials not yet held)
848,york:925997,1,0,Investigating Transfer of Academic Proficiency Among Trilingual Immigrant Students: A Holistic Tri-Directional Approach,Records with information only (materials not yet held)
849,york:925998,2,0,Investigating Transfer of Academic Proficiency Among Trilingual Immigrant Students: A Holistic Tri-Directional Approach,Records with information only (materials not yet held)
849,york:925998,2,0,Achievement of immigrant students in mathematics and academic Hebrew in Israeli school: A large-scale evaluation study,Records with information only (materials not yet held)
850,york:925999,1,0,Investigating Transfer of Academic Proficiency Among Trilingual Immigrant Students: A Holistic Tri-Directional Approach,Records with information only (materials not yet held)
851,york:926000,2,0,"The Bank of Standardized Stimuli (BOSS), a New Set of 480 Normative Photos of Objects to Be Used as Visual Stimuli in Cognitive Research",Records with information only (materials not yet held)
851,york:926000,2,0,The influence of foreign scripts on the acquisition of a second language phonological contrast,Records with information only (materials not yet held)
852,york:926001,2,1,"The Bank of Standardized Stimuli (BOSS), a New Set of 480 Normative Photos of Objects to Be Used as Visual Stimuli in Cognitive Research",Records with materials
852,york:926001,2,1,The influence of foreign scripts on the acquisition of a second language phonological contrast,Records with materials
853,york:926002,2,0,"The Bank of Standardized Stimuli (BOSS), a New Set of 480 Normative Photos of Objects to Be Used as Visual Stimuli in Cognitive Research",Records with information only (materials not yet held)
853,york:926002,2,0,The influence of foreign scripts on the acquisition of a second language phonological contrast,Records with information only (materials not yet held)
854,york:926003,2,1,"The Bank of Standardized Stimuli (BOSS), a New Set of 480 Normative Photos of Objects to Be Used as Visual Stimuli in Cognitive Research",Records with materials
854,york:926003,2,1,The influence of foreign scripts on the acquisition of a second language phonological contrast,Records with materials
855,york:926005,1,0,Production and perception of the English /æ/–/ɑ/ contrast in switched-dominance speakersProduction and perception of the English /æ/–/ɑ/ contrast in switched-dominance speakers,Records with materials
856,york:926006,1,0,Production and perception of the English /æ/–/ɑ/ contrast in switched-dominance speakers,Records with materials
857,york:926007,2,0,Production and perception of the English /æ/–/ɑ/ contrast in switched-dominance speakers,Records with materials
857,york:926007,2,0,Introducing LexTALE: A quick and valid Lexical Test for Advanced Learners of English,Records with materials
858,york:926008,1,0,Production and perception of the English /æ/–/ɑ/ contrast in switched-dominance speakers,Records with information only (materials not yet held)
859,york:926010,1,0,Understanding the Quality of Out-of-Class English Learning,Records with information only (materials not yet held)
860,york:926011,1,1,Academic English Socialization Through Individual Networks of Practice,Records with materials
861,york:926012,1,1,Academic English Socialization Through Individual Networks of Practice,Records with materials
862,york:926014,1,1,A perceptual learning approach to the Whorfian hypothesis: Supervised classification of motion,Records with materials
863,york:926016,1,1,Source(s) of syntactic cross-linguistic influence (CLI): The case of L3 acquisition of English possessives by Mazandarani–Persian bilinguals,Records with materials
864,york:926037,1,1,"Uneven reassembly of tense, telicity and discourse features in L2 acquisition of the Chinese shì … de cleft construction by adult English speakers",Records with materials
865,york:926038,1,1,"Uneven reassembly of tense, telicity and discourse features in L2 acquisition of the Chinese shì … de cleft construction by adult English speakers",Records with materials
866,york:926039,1,1,"Uneven reassembly of tense, telicity and discourse features in L2 acquisition of the Chinese shì … de cleft construction by adult English speakers",Records with materials
867,york:926040,1,1,"Uneven reassembly of tense, telicity and discourse features in L2 acquisition of the Chinese shì … de cleft construction by adult English speakers",Records with materials
868,york:926041,1,0,"Uneven reassembly of tense, telicity and discourse features in L2 acquisition of the Chinese shì … de cleft construction by adult English speakers",Records with information only (materials not yet held)
869,york:926042,1,0,"Uneven reassembly of tense, telicity and discourse features in L2 acquisition of the Chinese shì … de cleft construction by adult English speakers",Records with information only (materials not yet held)
870,york:926043,1,0,How L2-learners’ brains react to code-switches: An ERP study with Russian learners of German,Records with information only (materials not yet held)
871,york:926045,2,0,Do bilingual advantages in attentional control inﬂuence memory encoding during a divided attention task?,Records with information only (materials not yet held)
871,york:926045,2,0,Memory and cognitive control in task switching,Records with information only (materials not yet held)
872,york:926046,1,1,Do bilingual advantages in attentional control inﬂuence memory encoding during a divided attention task?,Records with materials
873,york:926047,2,0,Do bilingual advantages in attentional control inﬂuence memory encoding during a divided attention task?,Records with information only (materials not yet held)
873,york:926047,2,0,Memory and cognitive control in task switching,Records with information only (materials not yet held)
874,york:926089,1,0,What is the source of L1 attrition? The effect of recent L1 re-exposure on Spanish speakers under L1 attrition,Records with information only (materials not yet held)
875,york:926090,1,0,What is the source of L1 attrition? The effect of recent L1 re-exposure on Spanish speakers under L1 attrition,Records with information only (materials not yet held)
876,york:926091,1,0,The functional overlap of executive control and language processing in bilinguals,Records with information only (materials not yet held)
877,york:926092,1,0,The functional overlap of executive control and language processing in bilinguals,Records with information only (materials not yet held)
878,york:926093,1,0,The functional overlap of executive control and language processing in bilinguals,Records with information only (materials not yet held)
879,york:926094,2,0,Language history questionnaire: A Web-based interface for bilingual research,Records with information only (materials not yet held)
879,york:926094,2,0,Interplay of bigram frequency and orthographic neighborhood statistics in language membership decision,Records with information only (materials not yet held)
880,york:926095,1,0,Interplay of bigram frequency and orthographic neighborhood statistics in language membership decision,Records with information only (materials not yet held)
881,york:926096,1,0,Interplay of bigram frequency and orthographic neighborhood statistics in language membership decision,Records with information only (materials not yet held)
882,york:926103,2,0,Even teacher get the blues: Recognizing and alleviating nonnative teachers' feelings of foreign language anxiety.,Records with information only (materials not yet held)
882,york:926103,2,0,Foreign Language Anxiety's Forgotten Study: The Case of the Anxious Preservice Teacher,Records with information only (materials not yet held)
883,york:926104,2,0,Even teachers get the blues: Recognizing and alleviating nonnative teachers' feelings of foreign language anxiety,Records with information only (materials not yet held)
883,york:926104,2,0,Foreign Language Anxiety's Forgotten Study: The Case of the Anxious Preservice Teacher,Records with information only (materials not yet held)
884,york:926105,2,0,Even teachers get the blues: Recognizing and alleviating nonnative teachers' feelings of foreign language anxiety,Records with information only (materials not yet held)
884,york:926105,2,0,Foreign Language Anxiety's Forgotten Study: The Case of the Anxious Preservice Teacher,Records with information only (materials not yet held)
885,york:926106,1,0,Foreign Language Anxiety's Forgotten Study: The Case of the Anxious Preservice Teacher,Records with information only (materials not yet held)
886,york:926108,1,1,Mitigating U.S. Undergraduates’ Attitudes Toward International Teaching Assistants,Records with materials
887,york:926109,1,1,Mitigating U.S. Undergraduates’ Attitudes Toward International Teaching Assistants,Records with materials
888,york:926110,1,1,Learning English in the Shadows: Understanding Chinese Learners' Experiences of Private Tutoring,Records with materials
889,york:926111,1,1,Learning English in the Shadows: Understanding Chinese Learners' Experiences of Private Tutoring,Records with materials
890,york:926112,3,1,"Bilingual Preschools, Volume 1: Learning and Development",Records with materials
890,york:926112,3,1,Individual differences in very young children's English acquisition in China: Internal and external factors,Records with materials
890,york:926112,3,1,Assessing the role of current and cumulative exposure in simultaneous bilingual acquisition: The case of Dutch gender,Records with materials
891,york:926113,1,1,Individual differences in very young children's English acquisition in China: Internal and external factors,Records with materials
892,york:926114,1,0,The modulation of reading strategies by language opacity in early bilinguals: An eye movement study,Records with information only (materials not yet held)
893,york:926115,1,0,The modulation of reading strategies by language opacity in early bilinguals: An eye movement study,Records with information only (materials not yet held)
894,york:926116,1,0,The modulation of reading strategies by language opacity in early bilinguals: An eye movement study,Records with information only (materials not yet held)
895,york:926117,1,0,"Cognate status, syllable position and word length on bilingual Tip-Of-the-Tongue states induction and resolution",Records with information only (materials not yet held)
896,york:926118,1,0,"Cognate status, syllable position and word length on bilingual Tip-Of-the-Tongue states induction and resolution",Records with information only (materials not yet held)
897,york:926122,1,3,"Video-based Interaction, Negotiation for Comprehensibility, and Second Language Speech Learning: A Longitudinal Study",Records with materials
898,york:926125,1,1,The priming of word order in second language German,Records with materials
899,york:926133,1,2,Do experimental measures of word learning predict vocabulary development over time? A study of children from grade 3 to 4,Records with materials
900,york:926136,1,1,Mitigating U.S. Undergraduates’ Attitudes Toward International Teaching Assistants,Records with materials
901,york:926137,1,1,Mitigating U.S. Undergraduates’ Attitudes Toward International Teaching Assistants,Records with materials
902,york:926138,1,0,Mitigating U.S. Undergraduates’ Attitudes Toward International Teaching Assistants,Records with information only (materials not yet held)
903,york:926139,1,1,Mitigating U.S. Undergraduates’ Attitudes Toward International Teaching Assistants,Records with materials
904,york:926140,1,0,Plays Well With Others: A Study of EFL Learner Reciprocity in Action,Records with information only (materials not yet held)
905,york:926141,1,0,Plays Well With Others: A Study of EFL Learner Reciprocity in Action,Records with information only (materials not yet held)
906,york:926142,1,0,Plays Well With Others: A Study of EFL Learner Reciprocity in Action,Records with information only (materials not yet held)
907,york:926146,2,3,For ITA Course Instructors: ITA Assessment,Records with materials
907,york:926146,2,3,Evaluating and improving rater training for ITA performance tests.,Records with materials
908,york:926150,1,1,Exploring Motivational Changes for Short In-class Extensive Reading,Records with materials
909,york:926151,2,1,"The effects of corrective feedback, language aptitude and learner attitudes on the acquisition of English articles",Records with materials
909,york:926151,2,1,Effects of form-focused practice and feedback on Chinese EFL learners' acquisition of regular and irregular past tense forms,Records with materials
910,york:926153,1,1,Effects of form-focused practice and feedback on Chinese EFL learners' acquisition of regular and irregular past tense forms,Records with materials
911,york:926154,1,1,Effects of form-focused practice and feedback on Chinese EFL learners' acquisition of regular and irregular past tense forms,Records with materials
912,york:926158,1,1,Interlanguage dynamics and lexical networks in nonnative L2 signers of ASL: Cross-modal rhyme priming,Records with materials
913,york:926159,1,0,Interlanguage dynamics and lexical networks in nonnative L2 signers of ASL: Cross-modal rhyme priming,Records with information only (materials not yet held)
914,york:926160,1,3,Interlanguage dynamics and lexical networks in nonnative L2 signers of ASL: Cross-modal rhyme priming,Records with materials
915,york:926161,1,0,Interlanguage dynamics and lexical networks in nonnative L2 signers of ASL: Cross-modal rhyme priming,Records with information only (materials not yet held)
916,york:926162,2,0,Second language vocabulary growth at advanced level,Records with information only (materials not yet held)
916,york:926162,2,0,A vocabulary size test,Records with information only (materials not yet held)
917,york:926164,2,0,The effects of repetition and L1 lexicalization on incidental vocabulary acquisition by Iranian EFL Learners,Records with information only (materials not yet held)
917,york:926164,2,0,The influence of first language lexicalization on second language lexical inferencing: A study of Farsi-speaking learners of English as a foreign language,Records with information only (materials not yet held)
918,york:926165,1,1,The effects of repetition and L1 lexicalization on incidental vocabulary acquisition by Iranian EFL Learners,Records with materials
919,york:926166,2,0,The effects of repetition and L1 lexicalization on incidental vocabulary acquisition by Iranian EFL Learners,Records with information only (materials not yet held)
919,york:926166,2,0,The effects of repetition on vocabulary knowledge,Records with information only (materials not yet held)
920,york:926167,2,0,The effects of repetition and L1 lexicalization on incidental vocabulary acquisition by Iranian EFL Learners,Records with information only (materials not yet held)
920,york:926167,2,0,The effects of repetition on vocabulary knowledge,Records with information only (materials not yet held)
921,york:926168,2,0,The effects of repetition and L1 lexicalization on incidental vocabulary acquisition by Iranian EFL Learners,Records with information only (materials not yet held)
921,york:926168,2,0,The effects of repetition on vocabulary knowledge,Records with information only (materials not yet held)
922,york:926169,2,0,The effects of repetition and L1 lexicalization on incidental vocabulary acquisition by Iranian EFL Learners,Records with information only (materials not yet held)
922,york:926169,2,0,The effects of repetition on vocabulary knowledge,Records with information only (materials not yet held)
923,york:926170,2,0,The effects of repetition and L1 lexicalization on incidental vocabulary acquisition by Iranian EFL Learners,Records with information only (materials not yet held)
923,york:926170,2,0,The effects of repetition on vocabulary knowledge,Records with information only (materials not yet held)
924,york:926171,2,0,The effects of repetition and L1 lexicalization on incidental vocabulary acquisition by Iranian EFL Learners,Records with information only (materials not yet held)
924,york:926171,2,0,The effects of repetition on vocabulary knowledge,Records with information only (materials not yet held)
925,york:926172,2,0,The effects of repetition and L1 lexicalization on incidental vocabulary acquisition by Iranian EFL Learners,Records with information only (materials not yet held)
925,york:926172,2,0,The effects of repetition on vocabulary knowledge,Records with information only (materials not yet held)
926,york:926173,1,3,Linguistic proﬁciency assessment in second language acquisition research: The elicited imitation task,Records with materials
927,york:926174,1,0,L2 vs. L1 use of synonymy: An empirical study of synonym use/acquisition,Records with information only (materials not yet held)
928,york:926176,1,1,Japanese and Spanish adult learners of English: L2 acquisition of generic reference,Records with materials
929,york:926177,1,1,Resetting the Nominal Mapping Parameter in L2 English: Definite article use and the count-mass distinction,Records with materials
930,york:926178,2,1,Definiteness and indefiniteness: A study in reference and grammaticality prediction,Records with materials
930,york:926178,2,1,Resetting the Nominal Mapping Parameter in L2 English: Definite article use and the count-mass distinction,Records with materials
931,york:926183,1,0,Using storytelling to teach vocabulary in language lessons: Does it work?,Records with information only (materials not yet held)
932,york:926184,1,0,Using storytelling to teach vocabulary in language lessons: Does it work?,Records with information only (materials not yet held)
933,york:926185,1,0,Using storytelling to teach vocabulary in language lessons: Does it work?,Records with information only (materials not yet held)
934,york:926186,1,0,Using storytelling to teach vocabulary in language lessons: Does it work?,Records with information only (materials not yet held)
935,york:926195,1,1,A case study: Writing a Spanish dictionary as a collaborative task among beginner students,Records with materials
936,york:926196,1,1,A case study: Writing a Spanish dictionary as a collaborative task among beginner students,Records with materials
937,york:926197,1,1,A case study: Writing a Spanish dictionary as a collaborative task among beginner students,Records with materials
938,york:926198,1,1,A case study: Writing a Spanish dictionary as a collaborative task among beginner students,Records with materials
939,york:926199,1,0,A case study: Writing a Spanish dictionary as a collaborative task among beginner students,Records with information only (materials not yet held)
940,york:926202,1,1,Language learning strategies and English proficiency: Interpretations from information-processing theory,Records with materials
941,york:926203,1,0,Language learning strategies and English proficiency: Interpretations from information-processing theory,Records with information only (materials not yet held)
942,york:926204,2,1,Language Learning Strategies: What Every Teacher Should Know,Records with materials
942,york:926204,2,1,Language learning strategies and English proficiency: Interpretations from information-processing theory,Records with materials
943,york:926211,1,0,Learning to listen: Does intervention make a difference?,Records with information only (materials not yet held)
944,york:926212,1,0,Learning to listen: Does intervention make a difference?,Records with information only (materials not yet held)
945,york:926213,1,0,Learning to listen: Does intervention make a difference?,Records with information only (materials not yet held)
946,york:926214,1,0,Learning to listen: Does intervention make a difference?,Records with information only (materials not yet held)
947,york:926249,1,1,"Sources of individual differences in L2 narrative production: The contribution of input, processing, and output anxiety",Records with materials
948,york:926250,1,1,"Sources of individual differences in L2 narrative production: The contribution of input, processing, and output anxiety",Records with materials
949,york:926251,1,1,"Sources of individual differences in L2 narrative production: The contribution of input, processing, and output anxiety",Records with materials
950,york:926252,1,1,"Sources of individual differences in L2 narrative production: The contribution of input, processing, and output anxiety",Records with materials
951,york:926253,1,1,Reading authentic texts: What counts as cognate?,Records with materials
952,york:926256,2,1,The subtle effects of languge anxiety on cognitive processing in the second language,Records with materials
952,york:926256,2,1,"Sources of individual differences in L2 narrative production: The contribution of input, processing, and output anxiety",Records with materials
953,york:926257,1,0,The subtle effects of languge anxiety on cognitive processing in the second language,Records with information only (materials not yet held)
954,york:926258,2,0,The subtle effects of languge anxiety on cognitive processing in the second language,Records with information only (materials not yet held)
954,york:926258,2,0,"Sources of individual differences in L2 narrative production: The contribution of input, processing, and output anxiety",Records with information only (materials not yet held)
955,york:926383,1,0,The subtle effects of languge anxiety on cognitive processing in the second language,Records with information only (materials not yet held)
956,york:926384,1,0,The subtle effects of languge anxiety on cognitive processing in the second language,Records with information only (materials not yet held)
957,york:926385,2,0,On the measurement of affective variables in second language learning. L,Records with information only (materials not yet held)
957,york:926385,2,0,The subtle effects of languge anxiety on cognitive processing in the second language,Records with information only (materials not yet held)
958,york:926386,1,0,The subtle effects of languge anxiety on cognitive processing in the second language,Records with information only (materials not yet held)
959,york:926387,1,0,The subtle effects of languge anxiety on cognitive processing in the second language,Records with information only (materials not yet held)
960,york:926388,1,0,The subtle effects of languge anxiety on cognitive processing in the second language,Records with information only (materials not yet held)
961,york:926389,1,0,The subtle effects of languge anxiety on cognitive processing in the second language,Records with information only (materials not yet held)
962,york:926390,1,1,Beginning Learners' Development of Interactional Competence: Alignment Activity,Records with materials
963,york:926393,1,1,Understanding insertion and integration in a study abroad context: The case of English-speaking sojourners in France,Records with materials
964,york:926394,1,1,Understanding insertion and integration in a study abroad context: The case of English-speaking sojourners in France,Records with materials
965,york:926405,1,0,University Students' Perceptions of Integrated Performance Assessment and the Connection Between Classroom Learning and Assessment,Records with information only (materials not yet held)
966,york:926406,2,1,"Student Goals, Expectations, and the Standards for Foreign Language Learning",Records with materials
966,york:926406,2,1,Students' Perspectives on Communities-Oriented Goals,Records with materials
967,york:926407,1,1,Students' Perspectives on Communities-Oriented Goals,Records with materials
968,york:926408,1,1,Students' Perspectives on Communities-Oriented Goals,Records with materials
969,york:926412,1,0,Campus Diversity and Global Education: A Case Study of a Japanese Program,Records with information only (materials not yet held)
970,york:926413,1,0,Regular and novel metonymy: Can you curl up with a good Agatha Christie in your second language?,Records with information only (materials not yet held)
971,york:926414,1,0,Regular and novel metonymy: Can you curl up with a good Agatha Christie in your second language?,Records with information only (materials not yet held)
972,york:926416,1,12,Teaching Word Stress Patterns Of English Using A Musically-simulated Technique,Records with materials
973,york:926417,1,1,The effects of repetition and L1 lexicalization on incidental vocabulary acquisition by Iranian EFL Learners,Records with materials
974,york:926418,1,1,The effects of repetition and L1 lexicalization on incidental vocabulary acquisition by Iranian EFL Learners,Records with materials
975,york:926419,1,1,The effects of repetition and L1 lexicalization on incidental vocabulary acquisition by Iranian EFL Learners,Records with materials
976,york:926420,1,1,The effects of repetition and L1 lexicalization on incidental vocabulary acquisition by Iranian EFL Learners,Records with materials
977,york:926421,1,1,The effects of repetition and L1 lexicalization on incidental vocabulary acquisition by Iranian EFL Learners,Records with materials
978,york:926422,1,1,The effects of repetition and L1 lexicalization on incidental vocabulary acquisition by Iranian EFL Learners,Records with materials
979,york:926423,1,1,The effects of repetition and L1 lexicalization on incidental vocabulary acquisition by Iranian EFL Learners,Records with materials
980,york:926424,1,1,The effects of repetition and L1 lexicalization on incidental vocabulary acquisition by Iranian EFL Learners,Records with materials
981,york:926425,1,1,The effects of repetition and L1 lexicalization on incidental vocabulary acquisition by Iranian EFL Learners,Records with materials
982,york:926426,1,1,University Students' Perceptions of Integrated Performance Assessment and the Connection Between Classroom Learning and Assessment,Records with materials
983,york:926489,1,1,"Does Bilingualism Protect Against Cognitive Aging? Methodological Issues in Research on Bilingualism, Cognitive Reserve, and Dementia Incidence",Records with materials
984,york:926491,1,1,Proficiency and working memory based explanations for nonnative speakers’ sensitivity to agreement in sentence processing,Records with materials
985,york:926492,1,1,Traitement de l’accord dans la parole continue chez les apprenants anglophones tardifs du français,Records with materials
986,york:926507,1,3,The influence of the Pinyin and Zhuyin writing systems on the acquisition of Mandarin word forms by native English speakers,Records with materials
987,york:926508,3,2,Bilinguals’ existing languages benefit vocabulary learning in a third language,Records with materials
987,york:926508,3,2,Revisiting Snodgrass and Vanderwart's object pictorial set: The role of surface detail in basic-level object recognition,Records with materials
987,york:926508,3,2,"A standardized set of 260 pictures: Norms for name agreement, image agreement, familiarity, and visual complexity",Records with materials
988,york:926510,1,13,Teachers’ perspectives on second language task difficulty: Insights from think-alouds and eye-tracking,Records with materials
989,york:926530,1,3,"Literacies of Bilingual Youth: A profile of bilingual academic, social, and txt literacy",Records with materials
990,york:926552,1,1,"Willingness to communicate, social support, and language-learning orientations of immersion students",Records with materials
991,york:926553,1,1,"Willingness to communicate, social support, and language-learning orientations of immersion students",Records with materials
992,york:926570,1,1,Perceived Influence of Cooperating Teachers on edTPA Performance,Records with materials
993,york:926571,1,1,Perceived Influence of Cooperating Teachers on edTPA Performance,Records with materials
994,york:926669,1,1,L1 explicit instruction can improve L2 online and offline performance.,Records with materials
995,york:926670,1,1,L1 explicit instruction can improve L2 online and offline performance.,Records with materials
996,york:926671,1,1,L1 explicit instruction can improve L2 online and offline performance.,Records with materials
997,york:926672,1,1,L1 explicit instruction can improve L2 online and offline performance.,Records with materials
998,york:926682,1,1,"L2 Selves, Emotions, and Motivated Behaviors",Records with materials
999,york:926683,1,0,Effects of sociolinguistic awarenesson French L2 learners' planned and unplanned oral production of stylistic variation,Records with information only (materials not yet held)
1000,york:926684,1,1,Raising learners' awareness through L1–L2 teacher collaboration,Records with materials
1001,york:926685,1,1,L2 learners’ recognition of unfamiliar idioms composed of familiar words,Records with materials
1002,york:926686,1,4,L2 learners’ recognition of unfamiliar idioms composed of familiar words,Records with materials
1003,york:926687,1,5,L2 learners’ recognition of unfamiliar idioms composed of familiar words,Records with materials
1004,york:926688,1,1,Task repetition and its impact on EFL children’s negotiation of meaning strategies and pair dynamics: An exploratory study,Records with materials
1005,york:926689,1,1,Attentional Processing Input in Explicit and Implicit Conditions - an Eye-tracking Study,Records with materials
1006,york:926690,1,1,Attentional Processing Input in Explicit and Implicit Conditions - an Eye-tracking Study,Records with materials
1007,york:926691,1,1,Attentional Processing Input in Explicit and Implicit Conditions - an Eye-tracking Study,Records with materials
1008,york:926711,1,2,A new receptive vocabulary size test for French,Records with materials
1009,york:926723,1,26,The influence of foreign scripts on the acquisition of a second language phonological contrast,Records with materials
1010,york:926724,1,1,Factors Influencing Spanish Instructors’ In-Class Feedback Decisions,Records with materials
1011,york:926725,1,1,Factors Influencing Spanish Instructors’ In-Class Feedback Decisions,Records with materials
1012,york:926749,1,1,The influence of foreign scripts on the acquisition of a second language phonological contrast,Records with materials
1013,york:926750,1,2,Effects of Task Complexity on L2 Writing Behaviors and Linguistic Complexity,Records with materials
1014,york:926751,1,1,Effects of Task Complexity on L2 Writing Behaviors and Linguistic Complexity,Records with materials
1015,york:926752,1,1,CLIL students' perceptions of their language learning process: Delving into self-perceived improvement and instructional preferences,Records with materials
1016,york:926753,1,0,Is a ‘Complex’ Task Really Complex? Validating the Assumption of Cognitive Task Complexity,Records with information only (materials not yet held)
1017,york:926754,3,0,Measurement of cognitive load in instructional research,Records with information only (materials not yet held)
1017,york:926754,3,0,"Task complexity, task difficulty, and task production: Exploring interactions in a componential framework.",Records with information only (materials not yet held)
1017,york:926754,3,0,Is a ‘Complex’ Task Really Complex? Validating the Assumption of Cognitive Task Complexity,Records with information only (materials not yet held)
1018,york:926756,1,0,Is a ‘Complex’ Task Really Complex? Validating the Assumption of Cognitive Task Complexity,Records with information only (materials not yet held)
1019,york:926757,2,1,Individual differences in working memory and reading,Records with materials
1019,york:926757,2,1,The relationship between aptitude and working memory: An instructed SLA context,Records with materials
1020,york:926758,1,0,The relationship between aptitude and working memory: An instructed SLA context,Records with information only (materials not yet held)
1021,york:926787,1,1,Learning Second Language Syntax Under Massed and Distributed Conditions,Records with materials
1022,york:926829,2,2,Implicit and explicit knowledge of inflectional morphology,Records with materials
1022,york:926829,2,2,Challenges in implicit learning research: Validating a novel Artificial language,Records with materials
1023,york:926850,4,0,A behavioral and electrophysiological investigation of different aptitudes for L2 grammar in learners equated for proficiency level,Records with information only (materials not yet held)
1023,york:926850,4,0,Modulation of competing memory systems by distraction,Records with information only (materials not yet held)
1023,york:926850,4,0,Probabilistic classification in amnesia,Records with information only (materials not yet held)
1023,york:926850,4,0,Declarative and procedural memory as individual differences in second language acquisition,Records with information only (materials not yet held)
1024,york:926851,2,1,Number meaning and number grammar in English and Spanish,Records with materials
1024,york:926851,2,1,Number attraction effects in near-native Spanish sentence comprehension,Records with materials
1025,york:926891,1,1,The Effects of the Timing of Corrective Feedback on the Acquisition of a New Linguistic Structure,Records with materials
1026,york:926892,1,1,The Effects of the Timing of Corrective Feedback on the Acquisition of a New Linguistic Structure,Records with materials
